id,Nombre,Email,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
15645942,Francisca Jordá Vara,bvargas@mayoral.es,Chile,Masculino,40,2,0.0,689,2,Si,Si,164768.82,1GB,No
15740487,Luis Miguel Torralba-Valentín,uperera@jodar.net,Argentina,Femenino,41,6,0.0,627,3,Si,Si,138700.75,1GB,Si
15723884,Antonio Lopez Gascón,luis-angel75@asenjo.es,Chile,Masculino,40,3,0.0,758,2,No,No,96097.65,1GB,No
15670103,Purificación Poza Blanco,blancaadelaida@granados.com,Argentina,Femenino,38,5,126645.13,565,1,Si,Si,168303.55,500Mb,Si
15636700,África del Meléndez,usebastian@arregui.es,Argentina,Masculino,39,9,140236.98,701,1,No,Si,146651.99,500Mb,Si
15574783,Rosenda Bermejo Torralba,custodiacerro@yahoo.com,Argentina,Femenino,37,1,0.0,584,2,Si,Si,180363.56,100GB,No
15632665,Concha Lobo Valderrama,iortuno@hotmail.com,Argentina,Masculino,61,2,0.0,832,1,No,Si,127804.66,100GB,Si
15646372,Bruno Delgado-Luz,brigidalobato@gmail.com,Argentina,Femenino,66,1,135842.41,616,1,Si,No,183840.51,500Mb,Si
15644005,Sandra Serra Vicente,fabianahigueras@yahoo.com,Argentina,Femenino,33,9,0.0,571,2,No,Si,77519.62,2GB,No
15713483,Calixto Parra Exposito,pinedomarcia@yahoo.com,Chile,Masculino,52,2,0.0,793,1,Si,No,159123.82,100GB,Si
15804002,Violeta Vidal Marqués,kmaestre@yahoo.com,Argentina,Femenino,33,1,128306.83,691,1,Si,Si,113580.79,20GB,No
15571415,Ana Marisa Falcó Pinilla,planajenaro@maldonado.com,Brasil,Masculino,56,6,151802.29,805,1,Si,No,46791.09,20GB,Si
15705034,Cristian del Vizcaíno,lcalzada@miranda-miro.es,Chile,Masculino,40,1,0.0,691,2,Si,Si,145613.17,500Mb,Si
15664793,Socorro Herminia Rivero Lobato,paulino33@amo.es,Chile,Femenino,50,7,146777.44,754,2,No,Si,150685.52,1GB,No
15641009,Paca Pi Barceló,salome93@alvarez.es,Argentina,Masculino,37,3,84496.71,544,1,No,No,79972.09,2GB,No
15775067,Carmina Soriano Reig,ildefonsocardona@benavente-gascon.es,Argentina,Masculino,47,3,93578.68,606,2,No,Si,137720.56,500Mb,Si
15656096,Adela de Talavera,telmo03@gmail.com,Chile,Femenino,26,3,76554.06,679,1,Si,Si,184800.27,20GB,No
15667265,Juan Carlos Frías Pazos,santos22@blazquez.net,Argentina,Masculino,39,4,121404.64,729,1,Si,Si,159618.17,1GB,No
15618936,Mauricio Camacho Luque,ileanabaro@yahoo.com,Argentina,Femenino,51,5,0.0,688,1,Si,No,91624.11,20GB,Si
15730793,Lupe Badía Tomé,umarco@sala.es,Brasil,Femenino,54,3,111009.32,699,1,Si,Si,155905.79,20GB,Si
15643378,Ariadna Valero Garay,loidapalacios@yahoo.com,Argentina,Masculino,42,1,112419.92,744,1,Si,Si,83022.92,20GB,No
15615444,Florinda de Torrens,adela65@gmail.com,Brasil,Masculino,28,8,123674.28,663,2,Si,Si,87985.2,500Mb,Si
15751524,Loreto Jordá Méndez,judithcerro@gmail.com,Brasil,Femenino,36,10,68806.84,677,1,Si,No,33075.24,500Mb,Si
15642544,Emma Barranco Solé,maestreodalis@torrent.net,Argentina,Masculino,34,5,0.0,723,2,No,Si,12092.03,2GB,No
15648702,Nacho Rios Barón,gala95@ropero.es,Brasil,Masculino,70,6,119684.88,775,2,Si,Si,74532.02,2GB,No
15771856,Lope Fuster Córdoba,maura94@prats.net,Chile,Femenino,32,1,0.0,632,2,Si,No,19525.65,500Mb,Si
15644572,Itziar Blasco,esterjerez@barreda.com,Argentina,Masculino,40,4,125832.2,501,1,Si,Si,100433.83,500Mb,Si
15704168,Rogelio Hernán Gomez Azorin,pvargas@hotmail.com,Brasil,Masculino,38,8,127475.24,535,1,No,No,60775.76,2GB,Si
15651883,Emilia Marina Sotelo Pardo,ernesto85@yahoo.com,Brasil,Femenino,55,6,115796.7,794,1,Si,No,160526.36,2GB,Si
15799300,Luís Uría-Zamorano,luqueclaudia@gmail.com,Brasil,Masculino,31,0,113688.63,510,1,Si,No,33099.41,500Mb,Si
15576990,Valentín Pablo Menendez,ymarti@gmail.com,Brasil,Femenino,25,5,152885.77,790,1,Si,No,58214.79,100GB,No
15647838,Nazaret del Expósito,zcoll@gmail.com,Brasil,Femenino,51,2,116574.84,648,1,Si,No,4121.04,100GB,Si
15801351,Lourdes Zabaleta-Herranz,balaguerandres-felipe@gmail.com,Argentina,Masculino,40,3,0.0,583,2,Si,No,47728.0,20GB,No
15815615,Celia Múgica Iglesia,mireia07@gmail.com,Argentina,Masculino,36,5,141952.07,681,1,Si,Si,185144.08,2GB,No
15650864,Anselmo Peñas Sierra,domingopou@marcos.org,Argentina,Masculino,42,6,0.0,507,2,Si,No,34777.23,1GB,No
15808849,Anselmo Salcedo Tena,juan-jose44@munoz.es,Argentina,Masculino,40,7,145536.9,702,1,No,Si,135334.24,20GB,No
15750156,Fanny Román,mpedrero@hotmail.com,Brasil,Masculino,59,2,104568.41,662,1,Si,No,8059.44,1GB,Si
15646227,Reina Lladó Ojeda,cruzcesar@yahoo.com,Argentina,Femenino,27,1,97893.2,682,1,Si,No,166144.98,1GB,No
15616280,Teo Bermudez Cadenas,mosqueraalonso@hotmail.com,Argentina,Masculino,46,1,65733.41,536,1,Si,No,61094.53,100GB,No
15600626,Javiera del Martínez,qreig@hotmail.com,Argentina,Masculino,30,6,0.0,710,2,Si,Si,8991.17,500Mb,Si
15599084,Cristian Mena Fernandez,ucodina@avila.com,Argentina,Masculino,33,7,191523.09,782,1,Si,Si,167058.75,500Mb,Si
15700476,Claudia Azorin Pera,rebeca24@hotmail.com,Brasil,Masculino,41,9,103522.75,564,2,Si,Si,34338.21,500Mb,Si
15658813,Aníbal del Alegria,darevalo@pineiro-lucena.es,Argentina,Femenino,55,7,0.0,645,2,Si,Si,18369.33,20GB,No
15728823,René Jover,raimundoochoa@peral.es,Chile,Femenino,37,10,0.0,836,2,Si,No,111324.41,1GB,No
15625545,Úrsula Cervantes Almansa,hrivas@yahoo.com,Chile,Masculino,52,9,0.0,712,1,Si,Si,117977.45,500Mb,Si
15794875,Adora Jordana Abellán Valdés,ana-belen34@gmail.com,Chile,Masculino,35,6,0.0,691,2,No,Si,178038.17,20GB,No
15633648,Macario Fajardo Cáceres,bayuso@cifuentes.es,Chile,Femenino,51,5,0.0,696,2,Si,No,55022.43,500Mb,Si
15591915,Julián Duilio Blanca Aller,gabinogabaldon@hotmail.com,Argentina,Femenino,39,2,0.0,533,1,No,Si,73669.94,2GB,Si
15627298,Danilo Vilalta,ihuguet@urrutia.com,Argentina,Masculino,37,7,85146.48,589,2,Si,No,86490.09,1GB,Si
15794356,Lázaro Pedraza-Beltran,fdiez@hotmail.com,Brasil,Masculino,42,3,121765.37,641,2,Si,Si,166516.84,500Mb,Si
15724321,Narcisa del Lluch,zorrillaevangelina@gutierrez.com,Brasil,Femenino,47,9,128298.74,516,1,No,No,149614.17,2GB,Si
15747854,Marcelo Viña López,osomoza@sanchez-peinado.com,Argentina,Femenino,35,3,0.0,749,3,Si,Si,132649.85,2GB,No
15715744,Isa de Pavón,sosabuenaventura@hotmail.com,Argentina,Masculino,39,7,0.0,605,1,No,Si,119348.28,500Mb,Si
15672598,Leonel Sancho Samper Vega,sanmiguelcirino@hotmail.com,Chile,Masculino,30,9,111927.45,613,1,Si,Si,175795.87,1GB,No
15580629,Apolonia Anglada-Sancho,juliacaceres@gmail.com,Argentina,Masculino,31,6,134837.58,604,1,Si,No,192029.19,1GB,No
15592386,Alex Mateos Macías,adonaire@puig.com,Argentina,Masculino,58,3,0.0,520,2,No,Si,32790.02,100GB,No
15793901,Amaya Amo Figuerola,toribionieto@maza.es,Argentina,Femenino,27,2,0.0,639,2,No,No,125244.18,20GB,No
15633854,Che Pallarès,angelitapi@amaya.com,Argentina,Femenino,40,3,0.0,654,2,Si,No,167889.1,1GB,No
15602354,Estrella Arroyo Paredes,fernando40@yahoo.com,Brasil,Masculino,33,3,109341.87,564,1,Si,No,75632.78,20GB,No
15583725,Benigno Boix Blasco,macarena33@simo.net,Argentina,Masculino,48,1,138778.15,682,1,No,Si,168840.23,1GB,No
15808621,Lucho Sastre Rosselló,rene06@hotmail.com,Brasil,Masculino,36,2,76190.48,659,2,Si,Si,149066.14,2GB,No
15636731,Carlito Bernad Cisneros,vsarmiento@costa.com,Brasil,Femenino,36,1,101609.01,714,2,Si,Si,447.73,20GB,No
15656249,Rafael de Uriarte,duiliofrias@yahoo.com,Argentina,Femenino,34,3,118307.57,720,2,Si,Si,136120.29,500Mb,Si
15568046,Felicidad del Cervantes,sorianoteodora@jaen-mercader.com,Argentina,Masculino,24,7,109558.36,809,1,Si,No,183515.13,20GB,No
15727539,Narcisa Estela Vall Manzanares,tmarco@luna.net,Argentina,Femenino,31,4,0.0,618,2,Si,No,29176.04,1GB,No
15579526,Nicolasa Azorin-Mulet,florcecilio@mas.com,Argentina,Masculino,42,1,50194.59,551,1,Si,Si,23399.58,500Mb,Si
15797204,Iván Naranjo Melero,gtoledo@hotmail.com,Chile,Femenino,28,3,113811.85,655,2,No,Si,76844.23,500Mb,Si
15602405,Jose Manuel Desiderio Cerro Guijarro,cuestavictor-manuel@hotmail.com,Brasil,Femenino,38,9,99167.54,703,1,Si,No,65720.92,1GB,No
15730038,Espiridión Taboada Saura,isa67@hotmail.com,Argentina,Femenino,23,5,0.0,706,1,No,No,164128.41,100GB,Si
15584930,Jorge Ríos,agapitocabezas@gmail.com,Brasil,Masculino,30,5,111375.32,726,2,Si,No,2704.09,20GB,No
15662884,Esther de Heredia,uricart@gmail.com,Brasil,Masculino,58,1,110597.76,739,1,No,Si,160122.66,1GB,Si
15597909,Manuelita Botella,ana-belen11@yahoo.com,Brasil,Masculino,33,7,128135.99,652,1,Si,No,158437.73,20GB,No
15584271,Pascual Adán Casado,maria-dolores89@hotmail.com,Argentina,Masculino,59,5,0.0,633,1,Si,Si,137273.97,100GB,No
15765311,Pelayo Arévalo,gcrespi@gmail.com,Chile,Masculino,34,8,0.0,642,1,Si,No,72085.1,1GB,No
15628999,José Mari Cuervo Ureña,horacioblanca@hotmail.com,Argentina,Masculino,79,10,61811.23,732,1,Si,Si,104222.8,2GB,No
15764226,Candela Torrents Girona,reynaldo37@hotmail.com,Brasil,Femenino,28,8,106425.75,630,1,Si,Si,20344.84,100GB,No
15690456,Julie Rebollo Molins,isidro10@campo.com,Brasil,Femenino,32,7,79523.13,749,1,No,Si,157648.12,1GB,No
15674551,Néstor Rebollo Torrens,malena14@aramburu-arana.es,Brasil,Masculino,40,7,111756.5,535,1,Si,No,8128.32,500Mb,Si
15811032,Ignacio Uriarte Lucas,adela37@yahoo.com,Brasil,Femenino,58,8,145984.92,477,1,Si,Si,24564.7,500Mb,Si
15741865,Benjamín Sola-Hoz,wbarriga@yahoo.com,Argentina,Femenino,38,9,153166.17,810,1,Si,Si,93261.69,500Mb,Si
15605926,Ángel Villar Arranz,ambar68@escriva.net,Brasil,Masculino,70,9,116854.71,649,2,No,Si,107125.79,1GB,No
15624388,Mercedes de Olmedo,bibiana08@hotmail.com,Brasil,Femenino,50,5,155393.32,649,1,Si,Si,87351.42,1GB,Si
15787710,Trinidad Ortuño Castellanos,primitivo65@mateu-baeza.org,Chile,Femenino,39,9,0.0,427,2,Si,No,28368.37,1GB,No
15777616,Marcelino Castilla-Parejo,knevado@dalmau-chaparro.net,Brasil,Masculino,28,10,113690.83,605,1,Si,No,33114.24,1GB,No
15577806,José Luis de Tejedor,bsanabria@galvez.org,Brasil,Femenino,54,1,75900.84,794,1,Si,Si,192154.66,100GB,No
15648178,Pancho del Sanmartín,nazaretiriarte@berrocal.com,Brasil,Femenino,23,4,137964.51,630,1,No,Si,174570.55,20GB,No
15618018,Felix Merino,martacabrera@bustos-villalonga.com,Argentina,Femenino,35,1,104783.81,571,2,No,Si,178512.52,20GB,No
15726814,Graciano Mancebo Coca,titovicens@gomis.net,Chile,Masculino,46,4,0.0,554,2,No,Si,57320.92,2GB,No
15691792,Leire Cuesta Coloma,bellidoeva-maria@gmail.com,Chile,Masculino,35,8,0.0,416,1,No,No,119712.78,1GB,No
15777892,Moreno Solé Calatayud,jose-luisgonzalo@gmail.com,Brasil,Masculino,37,3,107720.64,721,1,Si,Si,158591.12,500Mb,Si
15714689,Ana Sofía Mateos Carmona,fcuesta@vilalta-abascal.com,Chile,Masculino,29,1,97541.24,591,1,Si,Si,196356.17,100GB,No
15676156,Remigio Valbuena Palau,jordi35@gmail.com,Argentina,Femenino,32,4,85615.66,528,2,Si,No,156192.43,500Mb,Si
15575428,Anacleto Valdés Palomino,florentina03@hotmail.com,Brasil,Femenino,35,2,117438.92,682,2,Si,Si,16910.98,1GB,No
15743714,Martín Prieto Rivero,amatzaira@gmail.com,Argentina,Masculino,46,7,91443.75,468,1,Si,No,10958.18,500Mb,Si
15723437,Alberto Márquez Gutierrez,xborras@hotmail.com,Argentina,Femenino,35,2,0.0,701,2,Si,Si,65765.22,500Mb,Si
15799211,Ale Vidal Cano,peralhoracio@godoy-mas.com,Chile,Femenino,32,8,187487.63,708,1,Si,Si,120115.5,500Mb,Si
15585249,Primitiva Mariño,morataemigdio@tirado.es,Argentina,Masculino,42,6,106036.52,741,1,Si,No,194686.78,500Mb,Si
15696989,Nando Beltrán Riquelme,avilespiedad@ocana.org,Brasil,Femenino,52,8,139493.25,469,3,No,No,150093.32,100GB,Si
15780128,Galo Aurelio Simó Saavedra,amilcar75@tena.com,Argentina,Masculino,33,3,144427.96,705,2,Si,No,113845.19,20GB,No
15568449,Ámbar Solano,juan-pablo70@gmail.com,Chile,Masculino,38,7,143006.7,661,1,Si,Si,15650.89,1GB,No
15810834,Eleuterio Gervasio Salgado Moreno,montenegroeduardo@revilla-casas.net,Chile,Femenino,57,2,145965.33,525,1,Si,Si,64448.36,20GB,No
15686870,Goyo Plácido Aparicio Céspedes,wlucas@soler-castell.com,Brasil,Masculino,36,8,108239.11,761,2,No,No,99444.02,2GB,No
15742834,Marcelino de Garay,candidoandres@gmail.com,Argentina,Masculino,45,1,0.0,640,1,Si,Si,10908.33,100GB,No
15632977,Nieves Garcés Reig,luchocamacho@vazquez-cuellar.es,Argentina,Masculino,47,5,0.0,745,2,No,No,145789.71,1GB,No
15754952,Roldán del Crespi,edmundo54@gmail.com,Brasil,Femenino,48,7,76595.08,602,2,No,No,127095.14,2GB,No
15638882,Geraldo Vicente Blanca,aura97@valdes.net,Brasil,Femenino,62,9,148214.36,710,1,Si,No,48571.14,500Mb,Si
15812706,Armida Gonzalo-Riba,caridad73@sastre-gomis.net,Chile,Masculino,49,4,111087.5,627,1,No,Si,146680.25,2GB,No
15657603,Enrique Ojeda-Fuente,layala@yahoo.com,Argentina,Femenino,35,6,81684.97,850,1,Si,No,824.0,100GB,No
15679429,Elisabet Aller Puga,gjimenez@rico-muniz.com,Argentina,Masculino,32,0,91956.49,694,1,Si,Si,59961.81,1GB,No
15614420,Eric Escalona Cañellas,aaragones@yahoo.com,Brasil,Femenino,32,0,109570.21,531,2,Si,Si,172049.84,100GB,No
15630321,Noemí Miranda,vpolo@gmail.com,Argentina,Masculino,44,3,0.0,680,2,Si,No,86935.08,100GB,No
15594515,Albina Zorrilla Iborra,neiraroman@ferrandiz.net,Argentina,Femenino,44,7,0.0,568,2,No,No,62370.67,500Mb,Si
15675320,Augusto Solís Agustín,pedro50@gmail.com,Chile,Femenino,40,5,93499.82,758,2,No,No,123218.81,2GB,No
15648069,Custodio de Alvarado,hortensia88@yahoo.com,Argentina,Femenino,36,6,0.0,850,2,Si,Si,190194.95,20GB,No
15793324,Charo Pujol Zapata,torresdorotea@luis.org,Chile,Masculino,32,9,0.0,695,3,No,Si,38533.79,1GB,No
15811415,Alma Florinda Prats Lastra,ballesterospanfilo@yahoo.com,Argentina,Femenino,44,6,134066.1,691,2,Si,Si,197572.41,100GB,No
15737051,Noemí Luna Ayala,lara80@garcia.es,Argentina,Masculino,27,8,0.0,639,2,Si,No,192247.35,2GB,No
15651585,Oriana Zorrilla Barrios,umaestre@hotmail.com,Brasil,Masculino,35,2,117212.18,661,1,Si,Si,83052.03,1GB,No
15666711,Calixto de Prada,jose-luisnogueira@hoyos.org,Argentina,Femenino,46,0,0.0,586,3,No,Si,131553.82,500Mb,Si
15744913,Sosimo Hervás-Barriga,trinidad82@hotmail.com,Chile,Masculino,36,10,109632.85,788,1,Si,Si,16149.13,2GB,No
15621064,Héctor Muñoz-Seco,wsalva@enriquez.com,Brasil,Masculino,23,5,186101.18,701,2,Si,Si,76611.33,2GB,No
15804009,Elba Infante Ramírez,cadenasaura@rincon-castro.org,Brasil,Masculino,36,8,167983.17,806,2,Si,Si,106714.28,20GB,No
15634772,Andrés Burgos Cisneros,tenaremedios@yahoo.com,Chile,Femenino,59,0,122661.39,682,1,No,Si,84803.76,20GB,No
15695339,Vinicio Tamarit-Ledesma,gbusquets@rodenas.net,Brasil,Masculino,53,0,109172.88,517,1,Si,No,54676.1,2GB,Si
15610765,Diana Asenjo Monreal,jaimeburgos@yahoo.com,Argentina,Masculino,29,1,0.0,559,2,No,No,155639.76,2GB,No
15748718,Encarna Agustí-Pelayo,hsola@ibanez.com,Argentina,Masculino,28,2,115062.61,517,1,Si,No,179056.23,20GB,No
15626243,Eva María Manrique,galindoarturo@alonso.es,Argentina,Masculino,30,3,133844.22,618,1,Si,Si,31406.93,20GB,No
15693382,Lola Casanovas Barranco,aelorza@hotmail.com,Argentina,Masculino,31,9,0.0,828,1,No,Si,164257.37,100GB,No
15656322,Maximiliano Morales-Cuesta,estevezcesar@terron.com,Brasil,Masculino,33,3,71843.15,571,1,Si,No,26772.04,100GB,No
15788494,Adelina Miró Galván,alcoleajeremias@yahoo.com,Argentina,Masculino,31,8,145875.74,555,1,Si,No,137491.23,20GB,No
15639530,Graciano Coca-Vicens,ecarrion@ayuso.es,Chile,Masculino,42,2,0.0,679,1,Si,Si,168294.27,2GB,No
15625461,Amaya Rosselló Diego,chaparrodora@barba-garcia.com,Argentina,Femenino,45,1,187841.99,613,2,Si,Si,147224.27,1GB,No
15782236,Gerardo Vicens Herrera,mrocha@hotmail.com,Chile,Masculino,34,5,0.0,735,2,No,No,71095.41,2GB,No
15793366,Chus Núñez Feijoo,lorenzacarlos@roman-arcos.org,Brasil,Masculino,35,7,92526.15,781,2,Si,Si,173837.54,500Mb,Si
15804822,Javiera Martin Coello,dionisia71@marcos.com,Argentina,Femenino,31,4,0.0,805,2,Si,No,4798.12,1GB,No
15614827,Álvaro Anguita Cáceres,montestrini@yahoo.com,Argentina,Masculino,42,8,104430.08,503,1,Si,Si,147557.71,2GB,No
15642468,Ruy Murillo Mateu,hsalas@hotmail.com,Argentina,Masculino,42,9,132739.26,697,2,No,No,174667.65,100GB,No
15790336,Ester Micaela Belda Mendoza,xolivares@hotmail.com,Brasil,Masculino,36,6,71142.77,664,2,Si,No,122433.09,2GB,No
15587174,Maricruz del Manzanares,candelaria38@barriga-olivares.com,Argentina,Masculino,29,7,0.0,726,2,Si,Si,91844.14,500Mb,Si
15654851,Íngrid Vilalta Mas,rafatorrijos@hotmail.com,Argentina,Masculino,44,2,92911.52,748,1,No,Si,85495.24,2GB,No
15764892,Marino Toni Isern Cortés,rosenda82@yahoo.com,Chile,Femenino,51,10,84474.62,590,2,Si,Si,190937.09,1GB,No
15740476,Lilia Aguado,tania62@zamora.es,Brasil,Femenino,32,3,150923.74,659,2,No,Si,174652.51,100GB,No
15646535,Severo Tur Gordillo,ivan43@hotmail.com,Argentina,Masculino,46,5,113226.47,578,1,Si,No,56770.76,2GB,No
15719779,Imelda Tejada Ballester,maria-teresapintor@aramburu.es,Brasil,Masculino,25,1,157404.02,645,2,Si,No,93073.04,1GB,No
15800434,Leonor Hernandez-Posada,irmatenorio@romero-agullo.com,Brasil,Masculino,52,10,76915.4,811,1,No,No,146359.81,1GB,Si
15621205,Lucio del Valverde,monteropepita@royo.com,Argentina,Masculino,34,4,175111.11,578,1,Si,Si,74858.3,500Mb,Si
15587640,Cecilio Tamayo Moya,friasliliana@plana.es,Argentina,Femenino,43,0,93143.39,718,1,Si,No,167554.86,500Mb,Si
15651093,Judith Heredia Villena,gordilloolalla@mata.com,Argentina,Femenino,55,1,0.0,707,2,No,Si,54409.48,1GB,No
15633461,Fortunato Bilbao Galindo,romulo28@gelabert.com,Brasil,Masculino,38,5,130170.82,639,1,Si,Si,149599.62,2GB,No
15739931,Carmela Ibañez Palomares,dhernando@gmail.com,Argentina,Masculino,34,2,161588.89,523,1,Si,Si,51358.66,20GB,No
15576745,Clarisa Fuertes Quintana,bnoguera@yahoo.com,Argentina,Masculino,48,2,96542.16,769,2,No,Si,197885.72,500Mb,Si
15712584,Ariadna Cañete Higueras,adanbarros@hotmail.com,Argentina,Femenino,33,7,0.0,670,2,Si,Si,88187.81,20GB,No
15763544,Alejandra de Boada,codinaestela@hotmail.com,Argentina,Masculino,47,1,0.0,673,2,No,No,108762.16,500Mb,Si
15718531,Chema Zapata-Osorio,reyesvalcarcel@baro.es,Argentina,Femenino,35,8,0.0,554,2,Si,Si,176779.46,100GB,No
15600700,Ismael Aliaga Tomas,eanton@hotmail.com,Brasil,Masculino,63,6,116227.27,523,1,Si,Si,119404.63,2GB,No
15693376,Fernando Chaves Contreras,galo24@yahoo.com,Chile,Masculino,43,0,0.0,741,2,Si,Si,2920.63,500Mb,Si
15779496,Mario Tello Jaén,eli89@gmail.com,Argentina,Masculino,64,0,81564.1,615,2,No,Si,35896.09,20GB,No
15579074,Valerio Zamorano-Suarez,abelmaestre@gmail.com,Brasil,Masculino,38,10,84651.79,619,1,Si,Si,184754.26,1GB,No
15617419,Calixto Buendía-Prado,espinosanarciso@yahoo.com,Brasil,Femenino,29,10,100315.1,618,2,Si,Si,32526.64,1GB,No
15565714,Faustino Bou,mlerma@gmail.com,Argentina,Masculino,47,1,64430.06,601,2,No,Si,96517.97,2GB,No
15643426,Ambrosio Blázquez Osorio,ruperta19@talavera-santamaria.net,Chile,Femenino,36,8,113680.54,523,1,No,No,13197.44,20GB,No
15801994,Lupe Garay Duarte,rlumbreras@yahoo.com,Argentina,Masculino,31,9,0.0,775,2,Si,No,169278.51,500Mb,Si
15699637,Piedad Machado Pozo,cristinariquelme@hotmail.com,Chile,Masculino,57,8,116326.07,694,1,Si,Si,117704.65,1GB,No
15578098,Inés Perelló,paula79@vidal-canizares.com,Argentina,Masculino,31,8,0.0,600,2,Si,Si,121555.51,2GB,No
15667456,Victorino Cabañas Jimenez,mauracolom@gmail.com,Chile,Masculino,62,3,0.0,709,2,Si,Si,82195.15,500Mb,Si
15632816,Fernanda Cantón Gelabert,tejeroisabela@jove.com,Brasil,Femenino,49,2,127948.57,521,1,Si,Si,182765.14,1GB,No
15697686,Vinicio de Guardia,sanmigueldesiderio@prat.com,Argentina,Femenino,40,6,0.0,787,2,Si,Si,84151.98,2GB,No
15691483,Daniel Mate Ibáñez,nogueiraprimitiva@zabala.es,Argentina,Femenino,25,5,0.0,549,2,No,No,190857.79,100GB,No
15585865,Noelia Iniesta,olga86@rivera.com,Argentina,Femenino,38,2,170061.92,673,2,No,No,134901.34,2GB,Si
15573309,Candelaria Osorio Bartolomé,onoriega@gmail.com,Chile,Femenino,48,2,0.0,626,2,Si,Si,95794.98,1GB,No
15699524,Custodia Correa Pla,alonsodaniel@hotmail.com,Argentina,Femenino,30,3,0.0,466,1,Si,No,193984.6,100GB,No
15669262,Pastora Estevez-Trillo,acerda@yahoo.com,Argentina,Masculino,43,9,157960.49,765,2,No,No,136602.8,100GB,No
15701121,Ariadna Asenjo Cobo,isa96@rios-zapata.es,Argentina,Masculino,38,5,110641.18,521,1,No,Si,136507.69,1GB,Si
15770424,Eugenio de Cabo,benignamilla@gmail.com,Brasil,Masculino,40,7,95710.11,541,2,Si,No,49063.42,20GB,No
15697678,Otilia Jara Donoso,sandalioferran@duarte.es,Brasil,Masculino,36,6,92340.69,590,2,Si,Si,174667.58,1GB,No
15653222,Eli Gascón,luna77@gmail.com,Brasil,Femenino,32,6,131938.92,526,2,Si,Si,1795.93,20GB,No
15686913,Sergio Patiño Valcárcel,alberto80@novoa.es,Argentina,Masculino,38,0,0.0,757,1,Si,No,83263.06,500Mb,Si
15799534,Antonio Sevillano Agustí,marisazabala@palomo-pinedo.net,Argentina,Masculino,71,5,183135.39,720,2,Si,Si,197688.5,1GB,No
15706587,Iris Narcisa Botella Varela,xmendez@pedrero.es,Argentina,Masculino,57,0,0.0,560,2,No,Si,116781.71,100GB,No
15671655,Dionisia Santos-Ayllón,figueroaraimundo@cuevas.es,Brasil,Masculino,31,7,143966.3,763,2,Si,Si,140262.96,500Mb,Si
15766205,Elodia Solera-Yuste,qviana@rius.com,Brasil,Masculino,38,2,103391.38,550,1,No,Si,90878.13,100GB,No
15572777,Candela de Cáceres,paniaguamaria-dolores@yahoo.com,Chile,Masculino,47,7,86006.21,780,1,Si,Si,37973.13,20GB,No
15784361,Maricela Vilanova Pons,emiliosalom@yahoo.com,Chile,Femenino,46,5,140355.6,543,1,Si,Si,85086.78,20GB,No
15637954,Mireia de Galan,ftellez@coloma-canas.com,Argentina,Femenino,35,0,155470.55,730,1,Si,Si,53718.28,100GB,No
15599074,Francisco Jose Uriarte Samper,wgimenez@montenegro.com,Chile,Femenino,40,6,136093.74,487,1,No,Si,193408.43,2GB,No
15741385,Vito Lucena Anaya,criadoteresita@hernandez-somoza.com,Brasil,Masculino,45,9,108231.37,710,1,Si,Si,188574.08,100GB,No
15569867,Maricruz del Segarra,eliseo11@gmail.com,Argentina,Femenino,29,8,0.0,529,2,Si,No,19842.11,20GB,No
15574369,Nico Melchor Peñas Quero,borjasolana@hotmail.com,Chile,Masculino,53,5,167259.44,415,1,Si,Si,22357.25,500Mb,Si
15701932,Tania Crespo Navas,raimundorecio@hotmail.com,Argentina,Femenino,52,6,140900.97,586,1,Si,Si,67288.89,20GB,No
15792180,Estefanía Coronado Abad,asalva@hotmail.com,Brasil,Masculino,22,7,144954.75,566,2,Si,No,102246.0,500Mb,Si
15678129,Isidro Sáez-Delgado,jpardo@hotmail.com,Chile,Femenino,45,9,150840.03,643,2,Si,No,155516.35,20GB,No
15775295,Estela Enríquez Campo,aguardia@yahoo.com,Argentina,Femenino,40,0,118633.08,630,1,No,Si,60032.46,2GB,Si
15747757,Cruz Jódar Capdevila,wpizarro@hotmail.com,Brasil,Femenino,58,8,118723.11,600,1,No,No,6209.51,2GB,Si
15608338,María José Pastor Ferrero,rosenda11@yahoo.com,Chile,Femenino,55,9,117294.12,757,4,Si,No,94187.47,500Mb,Si
15654625,Juana Seco,americapina@escalona-mosquera.com,Brasil,Masculino,39,8,120252.02,495,2,Si,Si,10160.23,100GB,No
15709295,Nico Valero Casado,tcamps@almeida.es,Chile,Femenino,25,5,82931.85,697,2,Si,Si,128373.88,1GB,No
15718245,Silvia Carmela Jover Arregui,lalberdi@molins-galvez.com,Argentina,Masculino,34,1,0.0,730,2,Si,Si,126592.01,1GB,No
15622321,Emilia Parejo Sedano,marinpaca@gmail.com,Argentina,Femenino,32,3,0.0,506,1,Si,Si,80823.02,20GB,No
15589488,Nico Pol Armengol,gilabertamando@yahoo.com,Brasil,Femenino,56,5,111642.08,686,1,Si,Si,80553.87,100GB,No
15797276,Xiomara Palomar Iborra,esperanza30@yahoo.com,Chile,Femenino,41,4,90350.77,662,1,Si,No,75884.65,20GB,Si
